nohup: ignoring input
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'dr', 'hvac', 'fridge', 'mw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'dr', 'hvac', 'mw', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'dr', 'fridge', 'hvac', 'mw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'dr', 'fridge', 'mw', 'hvac']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'dr', 'mw', 'hvac', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'dr', 'mw', 'fridge', 'hvac']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'mw', 'hvac', 'fridge', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'mw', 'hvac', 'dr', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'mw', 'fridge', 'hvac', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'mw', 'fridge', 'dr', 'hvac']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'mw', 'dr', 'hvac', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['dw', 'residual', 'mw', 'dr', 'fridge', 'hvac']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'fridge', 'dr', 'dw', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'fridge', 'dr', 'residual', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'fridge', 'dw', 'dr', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'fridge', 'dw', 'residual', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'fridge', 'residual', 'dr', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'fridge', 'residual', 'dw', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dr', 'fridge', 'dw', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dr', 'fridge', 'residual', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dr', 'dw', 'fridge', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dr', 'dw', 'residual', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dr', 'residual', 'fridge', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dr', 'residual', 'dw', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dw', 'fridge', 'dr', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dw', 'fridge', 'residual', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dw', 'dr', 'fridge', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dw', 'dr', 'residual', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dw', 'residual', 'fridge', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'dw', 'residual', 'dr', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'residual', 'fridge', 'dr', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'residual', 'fridge', 'dw', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'residual', 'dr', 'fridge', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'residual', 'dr', 'dw', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'residual', 'dw', 'fridge', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'hvac', 'residual', 'dw', 'dr', 'fridge']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'hvac', 'dr', 'dw', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'hvac', 'dr', 'residual', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'hvac', 'dw', 'dr', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'hvac', 'dw', 'residual', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'hvac', 'residual', 'dr', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'hvac', 'residual', 'dw', 'dr']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'dr', 'hvac', 'dw', 'residual']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'dr', 'hvac', 'residual', 'dw']
5 4 RNN 50 2 True 0.01 3000 0.0 ['mw', 'fridge', 'dr', 'dw', 'hvac', 'residual']
